fips,tmin201701,tmin201702,tmin201703,tmin201704,tmin201705,tmin201706,tmin201707,tmin201708,tmin201709,tmin201710,tmin201711,tmin201712,tmin201801,tmin201802,tmin201803,tmin201804,tmin201805,tmin201806,tmin201807,tmin201808,tmin201809,tmin201810,tmin201811,tmin201812,tmin201901,tmin201902,tmin201903,tmin201904,tmin201905,tmin201906,tmin201907,tmin201908,tmin201909,tmin201910,tmin201911,tmin201912,tmax201701,tmax201702,tmax201703,tmax201704,tmax201705,tmax201706,tmax201707,tmax201708,tmax201709,tmax201710,tmax201711,tmax201712,tmax201801,tmax201802,tmax201803,tmax201804,tmax201805,tmax201806,tmax201807,tmax201808,tmax201809,tmax201810,tmax201811,tmax201812,tmax201901,tmax201902,tmax201903,tmax201904,tmax201905,tmax201906,tmax201907,tmax201908,tmax201909,tmax201910,tmax201911,tmax201912,tavg201701,tavg201702,tavg201703,tavg201704,tavg201705,tavg201706,tavg201707,tavg201708,tavg201709,tavg201710,tavg201711,tavg201712,tavg201801,tavg201802,tavg201803,tavg201804,tavg201805,tavg201806,tavg201807,tavg201808,tavg201809,tavg201810,tavg201811,tavg201812,tavg201901,tavg201902,tavg201903,tavg201904,tavg201905,tavg201906,tavg201907,tavg201908,tavg201909,tavg201910,tavg201911,tavg201912,prec201701,prec201702,prec201703,prec201704,prec201705,prec201706,prec201707,prec201708,prec201709,prec201710,prec201711,prec201712,prec201801,prec201802,prec201803,prec201804,prec201805,prec201806,prec201807,prec201808,prec201809,prec201810,prec201811,prec201812,prec201901,prec201902,prec201903,prec201904,prec201905,prec201906,prec201907,prec201908,prec201909,prec201910,prec201911,prec201912
21063,-1.164953415,-0.696623635,0.158640656,8.182381218,10.92908974,14.44983667,17.93782559,15.66105944,12.91262503,7.435565483,0.578979278,-4.593692091,-8.196624999,-0.355808933,-1.223361302,2.259908587,14.44581537,16.81296672,17.57166751,18.08961645,17.13303107,7.638131029,-0.535784999,-1.567317153,-4.543241932,-1.943995094,-1.910030132,5.602757308,12.84394786,15.15418039,18.49636047,16.62177103,14.67044862,7.462803622,-2.224954662,-1.561021758,8.399356671,13.09225329,13.8191231,22.51143994,23.96426873,28.37936984,30.20658945,28.5249247,26.04403806,21.96376027,13.54171631,6.72411838,4.112487803,11.48937807,10.47328248,16.45327526,28.08173294,29.40734101,30.41455187,29.53407968,27.52449786,20.20010945,9.778647837,8.171815229,5.132809589,9.792445251,11.60191662,20.7543575,25.90842137,27.49524712,30.99597091,29.89160592,30.38427574,22.2762504,10.86697756,9.738839554,3.617201628,6.197814826,6.98888188,15.34691058,17.44667923,21.41460326,24.07220752,22.09299207,19.47833155,14.69966287,7.060347794,1.065213144,-2.042068598,5.566784568,4.624960587,9.356591923,21.26377416,23.11015387,23.99310969,23.81184807,22.32876447,13.91912024,4.621431419,3.302249038,0.294783829,3.924225078,4.845943246,13.1785574,19.37618462,21.32471376,24.74616569,23.25668848,22.52736218,14.86952701,4.321011448,4.088908898,62.89682755,33.05455849,70.52588606,51.24621396,99.10377303,91.75025401,92.44615127,79.27652686,48.75471348,71.89623428,29.34230834,34.19188053,43.9309,114.5543432,71.84906543,62.53887079,74.10001758,88.13309204,99.37524244,87.50466134,183.577172,41.2786445,69.49554856,66.37764782,0.06178379,0.097048633,0.04376144,0.055946199,0.071337322,0.107768826,0.087506782,0.07458557,0.009459387,0.083731418,0.048267129,0.093708204
21065,-0.386397124,0.392667459,1.31608978,9.10536486,11.67820164,15.35433037,18.54518277,16.41906424,13.28841487,7.969045399,1.588250427,-3.670436768,-6.979195205,0.703056186,-0.02946992,2.992752817,15.1538965,17.52709766,18.22247361,18.23622724,17.37127109,8.254534169,0.059359006,-0.603125446,-3.593242184,-0.895520398,-0.787038543,6.797639617,13.51438722,15.94248856,18.8674713,17.43571615,15.5944184,8.159715016,-1.209750963,-0.380024319,9.157468952,13.95785504,14.75146681,22.48059492,23.97299403,27.78105001,29.9005022,28.07786745,25.93021469,21.90358958,14.31352321,7.484615431,5.139852204,12.53100392,11.71298382,16.92562833,27.67494884,29.1074022,29.92623013,29.01052056,27.35426195,20.5893624,10.55766963,8.862946834,6.247551606,10.75135609,12.18677791,20.84517141,25.6766213,27.22679675,30.32224948,29.68060521,30.29238064,22.28500656,11.74258875,10.72454568,4.385535914,7.175261247,8.033778297,15.79297989,17.82559783,21.56769019,24.22284249,22.24846585,19.60931478,14.93631749,7.950886817,1.907089331,-0.919671501,6.617030051,5.841756952,9.959190572,21.41442267,23.31724993,24.07435187,23.6233739,22.36276652,14.42194828,5.308514318,4.129910694,1.327154711,4.927917847,5.699869682,13.82140551,19.59550426,21.58464265,24.59486039,23.55816068,22.94339952,15.22236079,5.266418891,5.172260679,50.47197382,21.46341149,64.12398301,48.20173547,102.2072928,80.66342472,74.26648206,90.58507505,58.4512112,79.63552197,31.44542468,38.97270144,28.40236992,111.7665282,75.9222405,68.9716104,75.31734799,113.044724,84.32539471,85.39806711,174.3488418,50.46508746,74.75201056,72.59711604,0.053722897,0.096684429,0.031360932,0.048454461,0.043112439,0.111166794,0.084545453,0.049337019,0.006210989,0.07902815,0.05372905,0.099776022
21067,0.349260582,1.569495602,2.270514958,10.45806954,12.75292724,16.33900352,19.63870073,17.19131202,14.26531582,9.055825275,2.603297428,-3.380912454,-6.21433709,1.384966261,0.678185128,3.998098932,16.58947197,18.68097325,19.14342026,19.34878536,18.19442957,9.330057611,1.01310448,0.387783378,-3.142667598,-0.020622617,-0.13818067,8.131959914,14.7044873,16.95450761,20.03181735,18.55447766,16.94029868,9.204865759,-0.251297518,0.878322373,8.426526797,13.6998755,14.41703977,22.33307846,23.88599401,28.16510116,30.03930234,28.17079787,25.88860228,21.44968438,13.7413219,6.900444705,4.522269737,12.00178654,11.02822635,16.39455966,27.78458728,29.35352598,30.26813026,29.18869746,27.25503249,20.40323274,9.833662052,8.628286786,5.466271404,10.32897777,11.57163488,20.55056187,25.40212504,27.2235474,31.00582662,30.42765013,31.28407326,22.50684317,11.28396027,10.53827937,4.38789369,7.634685549,8.343777363,16.395574,18.31946063,22.25205234,24.83900153,22.68105495,20.07695905,15.25275483,8.172309665,1.759766126,-0.846033676,6.693376398,5.853205737,10.1963293,22.18702963,24.01724962,24.70577526,24.26874141,22.72473103,14.86664518,5.423383266,4.508035082,1.161801903,5.154177577,5.716727103,14.34126089,20.05330617,22.0890275,25.51882199,24.49106389,24.11218597,15.85585446,5.516331375,5.708300869,75.27911597,40.56426642,75.46268204,51.30828277,97.82474775,90.19427329,78.92479329,72.63447207,80.32996574,103.5171808,44.74271217,46.12829036,42.78467795,159.8016154,97.90197732,79.88617089,109.3032577,118.2974358,101.1448122,104.3807697,189.9034111,81.49764282,99.67057165,98.3876113,0.05705787,0.106212354,0.034767995,0.060074913,0.053171396,0.101440937,0.06646244,0.036764843,0.007290878,0.090623876,0.064866764,0.087968694
21069,-0.64567263,0.324235724,0.994125691,8.944266499,11.49486245,14.82564089,18.32900899,15.94583654,13.29486063,8.169695888,1.289192953,-4.193870332,-7.443995356,0.163838162,-0.455023031,3.022097543,15.19676056,17.45964062,18.02283922,18.5816545,17.32301565,8.167131835,0.089101646,-0.763993401,-4.206790169,-1.503301506,-1.298127452,6.35505709,13.43771504,15.76318205,19.01681005,17.1841797,15.36481136,8.067170501,-1.382796262,-0.712716442,7.822148692,12.75708824,13.52875722,21.93604595,23.5224239,27.97373,29.86469424,28.04383198,25.54180141,21.33823746,13.08065101,6.389511945,3.601486984,11.14095084,10.14359133,15.88067383,27.65261004,29.09948902,30.10478447,29.19113643,26.87936941,20.03102632,9.326027108,7.955449131,4.486841171,9.340330806,11.07640035,20.12200319,25.43912739,27.0798929,30.82655485,29.69517609,30.32725762,21.96520923,10.46405232,9.507007258,3.588238031,6.540661981,7.261441456,15.44015622,17.50864317,21.39968544,24.09685161,21.99483426,19.41833102,14.75396667,7.184921981,1.097820806,-1.921254186,5.652394503,4.84428415,9.451385688,21.4246853,23.27956482,24.06381185,23.88639547,22.10119253,14.09907908,4.707564377,3.595727865,0.140025501,3.91851465,4.889136448,13.23853014,19.43842122,21.42153747,24.92168245,23.4396779,22.84603449,15.01618986,4.540628031,4.397145408,101.5544924,44.60390304,127.2240519,86.69747283,151.9725259,134.12305,161.5487606,109.6709694,76.19726817,117.3997133,52.2588657,51.29840689,54.15033108,194.5130023,109.0441603,106.2447643,110.5545057,141.1300964,159.7201989,135.7819488,330.9398607,75.97939493,140.0365203,97.77753561,0.069158836,0.105654008,0.046376419,0.060140772,0.054917111,0.11764316,0.091018831,0.068021648,0.010117113,0.085620391,0.053720525,0.099446716
21071,0.580523298,0.484052321,1.276312074,9.378174329,12.09440924,15.30107271,18.64632627,16.78241195,13.79928955,8.399461237,2.114567683,-2.839913658,-6.488599957,1.663880004,0.144666853,3.449314801,15.15710571,17.39763306,18.29017011,18.48389509,18.17412493,8.912915069,0.789275951,-0.163076641,-2.698223519,0.132158627,-0.35228901,6.935245253,13.90857647,15.82759787,18.84481345,17.34706056,15.46317121,8.773390352,-0.83109856,0.16085268,9.767080722,14.3082201,14.90770996,23.14931966,24.36240686,28.25673782,30.41585936,28.65330856,26.50130374,22.91068858,14.88970209,8.084957889,5.433136604,13.20758127,11.86974424,17.66743486,28.37448685,29.52455684,30.58730725,29.63591977,28.23841544,20.96342244,11.39642586,9.261260937,6.918104314,11.59110621,13.33304602,21.75736924,26.75280873,27.58328056,30.69283776,30.09817841,30.99604808,23.1960615,12.37124258,11.41997018,5.17380201,7.396136213,8.092011015,16.263747,18.22840805,21.77890526,24.53109281,22.71786025,20.15029665,15.65507491,8.502134889,2.622522115,-0.527731676,7.43573064,6.007205546,10.55837483,21.76579628,23.46109495,24.43873868,24.05990743,23.20627019,14.93816875,6.092850908,4.549092148,2.109940398,5.861632417,6.490378506,14.34630724,20.3306926,21.70543922,24.76882561,23.72261949,23.22960964,15.98472593,5.770072011,5.790411429,109.6251572,42.01168057,99.08457233,115.7193897,168.3569964,108.2382838,128.0674833,131.7637465,55.24390977,132.7868488,38.92234699,63.54478562,61.4154234,187.1536118,117.0049341,79.2190079,103.8052206,129.8326667,110.325322,107.5037639,181.8899033,73.17755027,113.9331073,143.729315,0.056564998,0.107943921,0.038085643,0.044843601,0.061004307,0.090914236,0.06165484,0.030268299,0.005425323,0.06745602,0.042931533,0.075856569
21073,-0.697948922,0.578790437,1.500276993,9.591652249,11.94282329,15.84543488,19.15404311,16.71270738,13.68663317,8.531946687,1.779711014,-4.291730496,-6.997461662,0.018027394,-0.163052367,3.200549536,15.92927951,18.2998868,18.66520225,18.94458068,17.42410117,8.45002365,0.13929016,-0.603853865,-4.153375509,-1.283898504,-1.083408265,7.19653867,13.82153743,16.37811693,19.54462482,17.98850146,16.38539858,8.276785499,-1.206873774,-0.368963762,8.565306885,13.81192046,14.45391401,22.51538416,23.90703647,28.24861081,30.10176453,28.37323629,26.29319582,21.54109103,13.82091853,6.821339624,4.649348921,11.75814523,11.08975565,16.45309695,27.92437876,29.40986688,30.22759864,29.31991276,27.48526935,20.50148143,9.782621185,8.682665582,5.573930024,10.10911026,11.46758697,20.49236419,25.2065352,27.19688783,31.02600041,30.37504155,31.21926912,22.51299638,11.1509082,10.44492301,3.933678982,7.19535545,7.977095501,16.05351821,17.92492988,22.04702285,24.62790382,22.54297183,19.9899145,15.03651886,7.800314772,1.264804564,-1.17405637,5.888086313,5.46335164,9.826823244,21.92682913,23.85487684,24.44640045,24.13224672,22.45468526,14.47575254,4.960955672,4.039405859,0.710277257,4.412605876,5.192089353,13.84445143,19.51403631,21.78750238,25.28531261,24.1817715,23.80233385,15.39489094,4.972017214,5.037979624,60.04416759,31.22493671,58.79593886,40.62743988,71.31256225,65.28773644,52.64712332,40.59602023,52.63630993,70.68271017,29.68229817,27.471511,29.09616143,122.7170736,63.09385663,53.48651747,69.07912613,70.17807832,66.2343198,59.80746954,121.4007328,52.55654121,74.73155319,65.58858058,0.053808999,0.10777621,0.04055208,0.066188608,0.056870692,0.100919188,0.04856167,0.03478525,0.004900127,0.086399,0.061965067,0.069524314
21075,1.152253953,2.896974993,4.774121143,11.16171899,14.21426909,18.80247312,21.43626732,18.70518863,15.68147683,9.726533878,3.657685995,-1.775796652,-5.290944653,0.982750679,3.401344281,4.905654564,17.99818777,20.78824904,21.3135421,20.07240986,18.22061715,9.85389604,1.254161832,1.021521038,-1.182465452,0.814860561,1.657636574,8.834930399,15.99809778,18.73568611,21.01681634,19.77600368,18.02765927,8.641668404,-0.075647318,0.672543567,10.07423636,15.37141061,16.54696801,23.54110896,26.29012781,30.64324667,32.62835411,30.31476881,28.83622605,23.41797215,15.74785817,8.699345084,4.852545804,11.58607124,14.40704183,17.93721665,30.14147439,32.57241244,32.99595588,31.68776022,29.63897506,22.54944089,11.25714861,9.993966691,7.374657347,11.1109362,13.32701079,21.63329897,27.24713023,29.97475452,31.90908963,31.5936388,32.34819034,22.76038716,11.73012512,11.50944503,5.613245157,9.134192801,10.66054457,17.35141397,20.25219845,24.7228599,27.03231071,24.50997872,22.25885144,16.57225302,9.70277208,3.461774216,-0.219199424,6.284410957,8.904193054,11.42143561,24.06983108,26.68033074,27.15474899,25.88008504,23.92979611,16.20166846,6.255655222,5.507743865,3.096095948,5.962898379,7.492323681,15.23411468,21.622614,24.35522032,26.46295299,25.68482124,25.18792481,15.70102778,5.827238901,6.090994301,34.38251748,24.4088485,50.92817926,62.19831892,53.00035135,36.95430791,33.84427418,24.57988271,23.26315857,28.60338872,37.98828445,36.04048804,37.74601293,95.79005376,43.51979797,46.41812245,45.08607135,47.07624679,11.31933914,27.60781389,55.1485385,26.22541283,46.69790461,59.42933588,0.053470396,0.146974808,0.050109619,0.062764971,0.062121503,0.043149491,0.093995716,0.049073576,0.007758702,0.102048723,0.07991364,0.037225714
21077,-0.595471416,0.477977922,1.867300655,9.388177464,11.90217148,15.91413678,19.22736286,17.1673751,14.53805676,9.623946729,2.05335465,-4.041211226,-6.77793102,-0.099365876,0.224398732,3.824500741,15.96285055,18.61764005,19.13663716,19.53299265,17.78799909,8.787550268,0.701904278,-0.432284958,-4.158494813,-1.692682041,-0.811407408,6.962304619,13.67535062,16.67417221,20.00164931,18.2319674,16.57052981,8.620931083,-0.695072798,-0.738656458,8.589437717,13.5580244,13.97531785,22.92709154,23.9142611,28.68058754,30.48917898,28.71973339,26.8365791,21.63416675,13.84578745,6.526111126,4.523166541,11.01914241,10.82229419,16.24838548,28.58405653,29.78725947,30.68329372,30.02474944,27.78594112,20.60583054,9.604767938,8.774496977,5.147970924,9.301756274,11.39798424,20.56145199,25.3049705,27.74464962,31.60166028,30.40144312,30.82624784,22.28572805,10.93745293,10.44724689,3.996983151,7.018001159,7.921309254,16.1576345,17.90821629,22.29736216,24.85827092,22.94355424,20.68731793,15.62905674,7.949571052,1.24244995,-1.12738224,5.459888265,5.523346463,10.03644311,22.27345354,24.20244976,24.90996544,24.77887105,22.7869701,14.69669041,5.153336108,4.171106009,0.494738055,3.804537116,5.293288416,13.76187831,19.49016056,22.20941092,25.80165479,24.31670526,23.69838883,15.45332957,5.121190067,4.854295214,25.86222554,16.85276838,30.03940931,35.53506429,47.19468756,31.18748669,31.26191502,13.71749885,23.5605449,27.64049548,20.4825933,12.9703344,15.467104,55.32752406,28.46052693,28.61412727,31.79629738,29.93311695,25.62346169,40.7094816,45.35494159,10.62536266,31.62361003,27.6367384,0.064199444,0.125641564,0.08020311,0.087664834,0.073463949,0.127444278,0.061665363,0.043436455,0.006132396,0.05097106,0.049971629,0.053247905
21079,0.390711062,1.392477361,2.323560791,10.1712941,12.6603204,16.42837008,19.45132487,17.2382505,14.04723862,8.924635185,2.569687533,-2.973691622,-5.982130169,1.389997099,0.807799808,3.876747822,16.12878992,18.44841147,19.0444052,18.99377614,18.01794694,9.09763121,0.937648851,0.2550869,-2.799180033,0.039325723,0.085970358,7.969495823,14.4435725,16.85537456,19.66089005,18.2852631,16.5965405,9.054390563,-0.306486943,0.614939534,9.04669102,14.06374298,14.98940738,22.70730194,24.4294988,28.35003968,30.43369172,28.53268253,26.24052985,21.96099698,14.35697308,7.437442407,4.866698302,12.7307371,11.77973474,17.07652379,28.11644707,29.73434115,30.54408828,29.30448597,27.76436796,20.76008216,10.37795114,8.897382324,6.333667075,10.94880146,11.99632321,20.97292947,25.78283827,27.51018514,31.14338888,30.45753107,31.25586726,22.79743547,11.87207919,10.78572775,4.718701041,7.728110171,8.656484086,16.43929802,18.5449096,22.38920488,24.94250829,22.88546651,20.14388424,15.44281608,8.463330309,2.231875392,-0.557715934,7.0603671,6.293767275,10.4766358,22.1226185,24.09137631,24.79424674,24.14913105,22.89115745,14.92885669,5.657799995,4.576234612,1.767243521,5.49406359,6.041146786,14.47121265,20.11320538,22.18277985,25.40213946,24.37139708,23.92620388,15.92591301,5.782796121,5.70033364,42.31326817,19.79427001,53.80916979,37.97286682,67.99308389,55.55801514,56.67334433,59.93069663,71.45303423,75.09531772,27.92668352,35.67133565,36.21624892,103.3143609,84.31604846,58.41316838,64.28077719,112.1911283,59.24320715,76.86078263,108.9569263,43.67645681,68.24026544,66.19111049,0.052004674,0.097683622,0.023923206,0.050306694,0.048462692,0.091135401,0.063691399,0.02797126,0.003817862,0.06572182,0.048280416,0.085019839
21081,-0.602882969,0.629259809,1.665799089,9.338652253,11.86680004,15.74619681,18.88643337,16.88525387,14.10887088,9.19676759,1.90862865,-4.064635297,-6.672477516,0.040302797,-0.01486859,3.482438905,15.7180693,18.15396847,18.75343325,19.07742365,17.52681486,8.716795938,0.570833339,-0.51510942,-4.092951727,-1.444715395,-0.744586861,7.003312995,13.6480358,16.47527579,19.58119221,17.91946814,16.42941623,8.597394223,-0.821697173,-0.555580559,8.452820192,13.43650605,13.97392026,22.61328631,23.94978489,28.56631038,30.36127345,28.63300419,26.76942351,21.75636267,13.77344031,6.719110952,4.65545209,11.14942557,10.95624992,16.34437629,28.29390895,29.63069923,30.56780967,29.86983079,27.72345174,20.55079164,9.704793766,8.643974326,5.214422569,9.361695145,11.48683601,20.47352813,25.36933783,27.71704434,31.36995623,30.21507195,30.64128537,22.23017471,11.00098096,10.32293115,3.924968611,7.03288293,7.819859674,15.97596928,17.90829246,22.15625359,24.62385341,22.75912903,20.43914719,15.47656513,7.841034479,1.327237828,-1.008512713,5.594864182,5.470690667,9.913407598,22.00598913,23.89233385,24.66062146,24.47362722,22.6251333,14.63379379,5.137813552,4.064432453,0.560735421,3.958489875,5.371124575,13.73842056,19.50868681,22.09616006,25.47557422,24.06727004,23.5353508,15.41378447,5.089641894,4.883675296,73.90668474,44.13427095,80.15875825,79.30414801,101.9499027,75.28511753,66.19425001,33.55272345,53.71722974,75.03688997,47.98578884,33.62434743,39.53226667,146.02109,71.37041422,68.79342622,79.94025354,71.03371037,77.02137885,94.8132436,145.7457853,38.28210328,92.61910426,77.27166144,0.063278049,0.123145585,0.066589595,0.07697448,0.062554325,0.112407991,0.058118089,0.044188471,0.00785948,0.065123146,0.051011178,0.058447216
21083,1.674497517,3.191722347,4.67082737,11.22671901,13.99097252,18.44896079,21.32075545,18.76304152,15.81009485,10.04081622,3.841406795,-1.694357404,-5.380196625,1.435100672,3.447805167,5.098106447,17.92448799,20.47232457,21.14125287,20.20490423,18.44765866,9.956971608,1.494895804,1.122832779,-1.141626502,1.177163027,1.606562686,8.636505254,15.68024786,18.3108424,20.87879223,19.80447726,18.17089625,9.058094475,-0.034028499,0.944042699,10.41065866,15.72429191,16.75250684,23.69426123,26.27616839,30.09729983,32.36095421,30.18267959,28.59978248,23.1195607,16.04482082,8.736055408,5.127963934,12.29878325,14.47898281,18.19984283,29.93575069,32.30618628,32.70579349,31.5964932,29.70473357,22.62175893,11.50927458,10.3949447,7.682472749,11.65481289,13.6257279,21.86735956,27.12789878,29.70881189,31.78693529,31.61029468,32.51665725,22.98373039,12.13376001,12.07809978,6.04257809,9.45800713,10.7116671,17.46049012,20.13357046,24.27313031,26.84085483,24.47286055,22.20493866,16.58018846,9.943113807,3.520849002,-0.126116345,6.866941964,8.963393988,11.64897464,23.93011934,26.38925543,26.92352318,25.90069872,24.07619612,16.28936527,6.50208519,5.758888742,3.270423124,6.415987957,7.616145291,15.25193241,21.40407332,24.00982714,26.33286376,25.70738597,25.34377675,16.02091243,6.049865756,6.51107124,118.5648991,89.37746946,163.3768341,196.4927737,172.3223366,156.836327,113.2275947,121.9915049,99.92485828,133.628098,119.8296275,127.1893667,128.5317384,323.6266362,131.9876364,176.0643678,159.6376513,152.0995386,45.468127,80.25791913,173.3058751,94.08570359,156.8114982,174.4430535,0.054987053,0.163494314,0.056871505,0.066174629,0.071559594,0.055438763,0.076145577,0.042724577,0.007518866,0.089385425,0.075509801,0.042729352
21085,0.145316904,0.937889717,2.361832595,9.786117615,11.87975068,16.02128778,19.21215428,16.59405187,13.51078981,8.622073933,1.95538852,-3.178545212,-6.958479252,0.71296324,1.145889881,3.177688379,15.94951435,18.75040522,19.3361372,18.73579196,17.72842089,8.765230502,0.475826595,0.156591378,-2.705754671,-0.157397526,-0.198846768,7.265631331,14.57559133,16.87639554,19.5009473,17.72999749,15.95007588,8.133759457,-1.117776283,0.292407514,9.760361225,14.27599182,15.88909208,22.93500036,24.86732365,28.66726497,31.2446671,29.23287404,27.15778195,22.19405322,14.97553954,8.077801789,4.892940896,12.44139116,12.78754283,17.31813561,28.78955876,30.64422202,31.14885674,30.40978949,28.47470447,21.62808155,11.24221729,9.972477861,7.149174449,11.10721054,12.36790268,21.34720349,26.36887411,28.46977859,31.35400214,30.95932981,31.81982297,22.81553934,11.89515721,11.37326427,4.952839065,7.60694077,9.125462339,16.36055899,18.37353716,22.34427638,25.22841069,22.91346295,20.33428588,15.40806357,8.46546403,2.449628289,-1.032769178,6.5771772,6.966716358,10.24791199,22.36953655,24.69731362,25.24249697,24.57279073,23.10156268,15.19665603,5.859021944,5.06453462,2.221709889,5.474906506,6.084527957,14.30641741,20.47223272,22.67308706,25.42747472,24.34466365,23.88494943,15.4746494,5.388690462,5.832835893,174.9163411,102.3929923,145.3699465,140.44481,202.140599,181.7095542,124.2031824,94.62450703,214.8945965,141.3566678,58.89688137,86.6719364,89.8204287,285.4435945,137.779967,116.7713049,122.1472089,136.1667717,80.13408018,115.715969,149.4746633,78.99529203,171.7392871,126.2274992,0.052789565,0.136446847,0.039909499,0.072861099,0.046201611,0.119330858,0.043978142,0.038556751,0.004727108,0.073543869,0.054468506,0.067242264
21087,0.479982214,1.240659662,2.448397933,9.831259045,12.36265338,16.32961717,19.32400577,17.13147119,13.79547455,8.774032253,2.355599491,-2.770085372,-5.926021819,1.263295457,1.168649005,3.583858658,15.80885078,18.52726321,19.072234,18.88523252,17.81452588,8.890235398,0.611329864,0.056266641,-2.56222251,0.114074996,0.035029025,7.480644545,14.30933455,16.83107053,19.45066291,18.0858832,16.35382736,8.572535645,-0.810446761,0.324737861,10.42944478,14.89896253,16.25826054,23.45421992,25.26220506,28.94804033,31.25487073,29.41777364,27.29428694,22.81741892,15.4444019,8.590942014,6.055124418,13.30846746,13.35205489,17.90111017,28.81459456,30.68479688,31.20135437,30.39480896,28.65340628,21.81137609,11.57573668,10.13891755,7.624774767,11.71423591,13.16653061,21.69762581,26.62630327,28.67894275,31.43876644,31.05033925,31.67031749,23.02800959,12.63366565,11.81095502,5.454713499,8.069811096,9.353329235,16.64273948,18.81242922,22.63882875,25.28943825,23.27462241,20.54488074,15.79572559,8.900000694,2.910428321,0.0645513,7.285881459,7.260351948,10.74248441,22.31172267,24.60603004,25.13679418,24.64002074,23.23396608,15.35080574,6.093533272,5.097592095,2.531276129,5.914155453,6.600779816,14.58913518,20.46781891,22.75500664,25.44471468,24.56811123,24.01207242,15.80027262,5.911609447,6.067846442,85.59989471,32.23185976,82.86652503,87.63480675,131.5574312,104.7200616,76.39652379,69.16943189,160.032835,82.48008016,21.06875015,71.29526021,49.80242967,132.8527801,95.83150637,73.84471676,81.28851474,129.8042069,67.76497856,78.13748732,101.1528113,41.57426963,79.19891696,75.16322123,0.044224405,0.117189842,0.032700926,0.071545316,0.042294748,0.124392969,0.051258996,0.039686755,0.006095242,0.102792657,0.057700927,0.077978661
21089,-0.851254012,-0.355045407,0.581867833,8.2829295,11.23976306,14.70462335,17.96694237,15.6887246,12.98810392,7.834219979,0.73505039,-4.453642392,-8.116829176,-0.300979454,-0.760075218,2.79897034,14.85650438,16.95480593,17.73410042,18.37414493,17.28123001,7.849296948,-0.097582447,-1.336327553,-4.355654592,-1.802936026,-1.483613667,5.817734892,12.98246077,15.39491201,18.80123804,16.82209454,14.88434735,7.810515831,-1.876237945,-1.372611209,8.374991732,12.67716712,13.35869369,22.31016563,23.63359714,27.9272564,29.53858237,27.99202596,25.62159094,21.79598339,13.28651332,6.59151889,3.70741118,11.12220129,10.17154111,16.00636042,27.81977535,28.8167964,29.93740937,29.10905688,27.25549688,19.73227784,9.521734558,8.051472572,4.711839171,9.448789617,11.37447256,20.30191186,25.35687106,26.74960676,30.66412906,29.61686268,29.96801994,22.07172982,10.59019939,9.440179561,3.76186886,6.161060856,6.97028076,15.29654756,17.4366801,21.31593988,23.75276237,21.84037528,19.30484743,14.81510169,7.010781853,1.068938249,-2.204708998,5.410610919,4.705732945,9.402665381,21.33813986,22.88580116,23.83575489,23.74160091,22.26836344,13.7907874,4.712076055,3.35757251,0.178092289,3.822926795,4.945429447,13.05982338,19.16966592,21.07225939,24.73268355,23.21947861,22.42618365,14.94112283,4.356980723,4.033784176,109.2024524,59.77129195,123.2650491,88.74196239,142.5885035,147.2938333,166.6539224,89.2867539,79.44294247,113.6763992,48.34878262,46.30970798,74.43424148,194.6722299,102.2803628,113.9147408,130.2818095,142.8488214,146.1424636,156.5864971,269.6976035,55.73851541,114.1049939,100.9470443,0.06348799,0.099641208,0.048606105,0.059734794,0.085278209,0.111315565,0.068615452,0.086064284,0.012276114,0.0821703,0.044922786,0.092731599
21091,-0.335742381,1.159393041,2.795576698,10.00978857,12.15554678,16.62788889,19.59610217,16.90812103,14.29356,9.445469856,2.108422716,-3.158651831,-7.256605425,-0.19502698,1.23925034,3.326153043,16.33449445,19.1647073,19.46379438,19.17019893,17.66103514,8.760239927,0.276349951,0.212473958,-3.295291617,-1.087199872,-0.23906513,7.337079337,14.42736657,16.85439583,19.74751967,18.1087051,16.63742702,8.355928971,-0.845698134,-0.106605091,8.764888014,13.6391123,15.06523889,22.4663125,24.50889571,28.99608483,31.09858351,28.97494316,27.2406785,21.53307211,14.17522863,7.15560925,3.690424104,11.03884896,11.83051639,16.59690568,28.66219734,30.29417027,30.87715305,30.2069338,28.13242592,21.14048961,10.02950018,9.15492967,5.823527331,9.779290773,11.25831061,20.36823465,25.65883765,28.03063504,31.01461142,30.25789491,31.45182393,22.20198956,10.5449449,10.65320726,4.214572816,7.399252668,8.930407792,16.23805053,18.33222124,22.81198686,25.34734284,22.94153209,20.76711925,15.48927098,8.14182567,1.998478709,-1.783090661,5.421910991,6.534883363,9.96152936,22.49834589,24.72943879,25.17047371,24.68856636,22.89673053,14.95036477,5.152925068,4.683701814,1.264117857,4.346045451,5.509622741,13.85265699,20.04310211,22.44251543,25.38106554,24.18330001,24.04462548,15.27895927,4.849623385,5.273301085,48.46404834,21.61324396,48.12266552,55.85811246,77.7331508,42.36111202,53.03729396,42.13810957,53.9260568,62.83077993,21.39053455,33.46638147,36.6942738,114.5393361,55.78112297,43.32720629,53.69936821,98.73879013,32.94498391,37.48633844,85.2575753,19.04629313,71.7450261,52.06139345,0.058202926,0.123272884,0.058288523,0.101161421,0.073369619,0.125134481,0.05060049,0.051531075,0.005033912,0.066180671,0.056885133,0.061628837
